team_id,tmid,player
434,167342,Adrian Grbic
434,500762,Julian Von Moos
434,192166,Pius Dorn
434,583039,Rúben Dantas Fernandes
434,684606,Levin Winkler
434,371554,Kevin Spadanuda
434,293247,Stefan Knezevic
434,1138268,Sandro Wyss
434,583026,Severin Ottiger
434,337816,Sinan Karweina
434,1129950,Andrej Vasovic
434,202659,Andrejs Ciganiks
434,1015772,Mio Zimmermann
434,392743,Jesper Löfgren
434,925216,Demir Xhemalija
434,539797,Mauricio Willimann
434,1303665,Erblin Sadikaj
434,68030,Vaso Vasic
434,922770,Sascha Meyer
434,912834,Julian Bock
434,1015811,Lionel Huwiler
18693,396331,Giovanni Navarro
18693,505494,Germán Fernández
18693,620405,David Álvarez
18693,708535,Fabio Conte
18693,710673,Mario Sánchez
18693,722122,Aimar Collante
18693,128455,Diego Royo
18693,1436805,David Chica
18693,622993,Martín Lapeña
18693,633327,Adrián Turmo
18693,981037,Yacouba Dabo
18693,1126624,David Iglesias
18693,1226267,Pablo Agustin
18693,1455548,Dani Ciriano
18693,1431579,Zakarya Maiga
18693,1431522,Lalo Arantegui
18693,1211551,Prince Amponsah
18693,1186241,Erik Vázquez
18693,1124143,Yzan Acin
18693,1025817,Javi Díez
18693,221985,Edu García
18693,132625,Francisco Dorronsoro
16687,913971,Iñigo Burusco
16687,892633,Aitor Pérez
16687,1432569,Alejandro Domínguez
16687,158793,Fran Sota
16687,1386718,Sergio Ocón
16687,1209711,Asier Berzal
16687,1095428,Hugo Riccobene
16687,1065443,Iker Osua
16687,1065273,Sergio Pascual
16687,1065266,Ander Ibáñez
16687,1063556,Mario Gil
16687,892726,Íñigo Jiménez
16687,892709,Arturo Fernández
16687,722120,Asier Benito
16687,713907,Iván Rubio
16687,690192,Álvaro Santos
16687,634120,Martín Salvador
16687,614642,Juan Losantos
16687,575478,Xabier Zaldua
16687,470478,Gorka Alegría
16687,450382,Rubén Morillas
16687,449975,Imanol Arana
16687,382832,Iván Garrido
16687,286413,Mario León
1881,510968,Jaime Barrero
1881,1061130,Adrián Beamonte
1881,1011472,Dano Lourens
1881,1008884,Ismael Estévez
1881,455080,Josemi Castañeda
1881,515388,Sem Dirks
1881,523994,Alberto Guti
1881,1006564,Mario Domingo
1881,634450,Jon Larrauri
1881,681708,Nahuel Arroyo
1881,699758,Quinten van den Heerik
1881,79194,Erik Schouten
1881,722363,Larry Opara
1881,632894,Álvaro Martín
1881,545575,Aythami Perera
1881,232290,Gil Muntadas
1881,225018,Sergio Cortés
1881,718188,Iván Biarge
1881,1169711,Joel Castillo
1881,72933,Marcos Pérez
1881,1413917,Iker Reche
1881,1457916,Cristhian Mármol
21265,324161,Kike Rausell
21265,255557,Moha Rekrouk
21265,819739,Dani Arnedillo
21265,888425,Saúl Gracia
21265,1432634,Raúl Ronda
21265,1124139,Pablo Bernárdez
21265,1457915,Javier Izquierdo
21265,1457914,Lucas Fernández
21265,1457108,Pablo Buil
21265,1457107,Marc Chavarri
21265,1430412,Raúl Floria
21265,1404271,Youssef Ouakkati
21265,1404261,David Martos
21265,1066176,Javi Claver
21265,1066174,Óscar Carrera
21265,1008957,Fadia Fofana
21265,1006544,Moha Abouhafs
21265,893753,Christian Lasús
21265,718190,Jorge Cofrades
21265,633096,Enric Solano
21265,633085,Iago Díaz
134,905711,Zeki Díaz
134,541063,Moisés Rodríguez
134,231980,Zelu
134,1120250,Javi Rodríguez
134,356036,Nané García
134,636128,Mati Castillo
134,387321,Felipe Chacartegui
134,537380,Jaime López
134,630990,Ismael Gutiérrez
134,631003,Ricky Castro
134,684341,Guille Campos
134,251853,Chuma
