player_name,club,minutes_played,npxg_per90,xa_per90,shots_on_target_per90,progressive_passes_per90,successful_dribbles_per90,pass_completion_percentage,tackles_interceptions_per90,aerial_duels_won_percentage,ball_recoveries_per90,fouls_committed_per90
Robert Lewandowski,FC Barcelona,2681,0.8053338306602014,0.05001864975755315,1.6113390525923164,5.87467362924282,0.6713912719134651,74.66,0.43640432674375235,48.05,1.5106303618052965,1.0070869078701976
Dani Carvajal,Real Madrid,609,0.1935960591133005,0.03842364532019705,0.1477832512315271,14.77832512315271,0.2955665024630542,88.06,3.251231527093596,58.33,3.103448275862069,0.4433497536945813
Cucho Hernández,Real Betis,1149,0.2968668407310705,0.05248041775456919,0.8616187989556136,8.14621409921671,1.3315926892950392,74.66,1.723237597911227,45.31,2.1932114882506526,0.7832898172323759
Iago Aspas,Celta Vigo,1747,0.2076130509444763,0.2024613623354322,1.2364052661705782,14.424728105323412,0.7727532913566113,76.69,1.081854607899256,50.0,2.8334287349742415,0.8242701774470521
Sergio Herrera,Osasuna,3330,0.0,0.002162162162162162,0.0,1.2702702702702702,0.02702702702702703,66.52,0.05405405405405406,83.33,9.027027027027026,0.02702702702702703
Arda Güler,Real Madrid,1273,0.22835820895522388,0.3139041633935586,1.2018853102906522,22.05813040062844,1.4139827179890023,89.94,2.6158680282796545,42.11,3.9591516103692066,1.0604870384917517
Julián Alvarez,Atlético Madrid,2518,0.39674344718030186,0.1897934868943606,1.465448768864178,11.330420969023034,1.215250198570294,78.52,0.9650516282764099,28.89,2.6806989674344717,0.9293089753772835
Iñigo Martínez,FC Barcelona,2493,0.01768953068592058,0.06678700361010831,0.07220216606498195,13.068592057761734,0.10830324909747292,91.39,1.552346570397112,64.52,4.548736462093863,0.6498194945848376
Dani Raba,Leganés,1896,0.17325949367088606,0.21835443037974683,0.8069620253164557,7.784810126582278,2.1835443037974684,73.8,2.420886075949367,23.81,4.272151898734177,1.89873417721519
Éder Militão,Real Madrid,940,0.06127659574468085,0.015319148936170212,0.28723404255319146,6.8936170212765955,0.4787234042553191,89.8,2.9680851063829787,63.64,4.212765957446808,1.7234042553191489
Ayoze Pérez,Villarreal,1977,0.5827010622154781,0.08649468892261002,1.411229135053111,6.3732928679817915,1.5477996965098635,77.92,1.5933232169954479,28.26,2.5493171471927165,1.0015174506828528
Juan Foyth,Villarreal,1526,0.140956749672346,0.053669724770642205,0.2948885976408912,5.838794233289646,0.23591087811271297,87.54,2.595019659239843,59.42,3.5976408912188726,0.9436435124508519
Luiz Júnior,Villarreal,1457,0.0,0.0006177076183939602,0.0,0.5559368565545642,0.0,66.58,0.0,87.5,9.080301990391215,0.0
Antoine Griezmann,Atlético Madrid,2482,0.21575342465753422,0.23678485092667204,0.652699435938759,14.794520547945204,0.5439161966156325,80.41,1.305398871877518,47.73,3.3722804190169215,0.3988718775181305
Jules Koundé,FC Barcelona,2606,0.06250959324635456,0.13089025326170375,0.20721412125863392,16.577129700690712,0.7597851112816577,88.65,2.866462010744436,54.55,3.6953184957789715,0.7597851112816577
Marcos Llorente,Atlético Madrid,2513,0.027576601671309195,0.11173895742140869,0.17906884202148826,10.779944289693594,0.5013927576601671,87.9,3.438121766812575,50.0,4.6916036609629925,0.823716673298846
Yan Diomande,Leganés,551,0.2809437386569873,0.14537205081669693,0.49001814882032674,10.780399274047188,3.756805807622505,87.08,3.5934664246823957,20.0,6.696914700544465,1.3067150635208713
Dani Vivian,Athletic Club,2613,0.0661308840413318,0.024799081515499425,0.1722158438576349,6.647531572904707,0.3444316877152698,87.41,2.996555683122847,58.44,5.648679678530424,0.9299655568312284
Eduardo Camavinga,Real Madrid,1096,0.03613138686131387,0.0583029197080292,0.1642335766423358,14.37043795620438,1.2317518248175183,88.96,4.927007299270073,55.0,7.39051094890511,1.7244525547445257
Nayef Aguerd,Real Sociedad,1763,0.12251843448667045,0.013783323879750427,0.2552467385138968,5.411230856494612,0.2552467385138968,87.74,2.1951219512195124,64.89,3.7266023823028926,0.5615428247305729
Ante Budimir,Osasuna,2966,0.37474713418745786,0.03489548213081591,1.1227242076871207,2.913014160485502,0.30343897505057316,57.21,0.667565745111261,50.37,1.638570465273095,1.426163182737694
Antonio Raíllo,Mallorca,3209,0.056092240573387346,0.026924275475225922,0.22436896229354938,4.206918043004051,0.056092240573387346,88.95,1.6827672172016204,60.09,2.916796509816142,1.4023060143346835
Nahuel Tenaglia,Deportivo Alavés,2923,0.06743072186110162,0.04310639753677729,0.2771125555935683,5.449880260006843,0.5234348272322956,74.41,4.403010605542252,47.0,3.6024632227163877,1.139240506329114
Dani Ceballos,Real Madrid,1225,0.025714285714285714,0.14914285714285713,0.22040816326530613,24.612244897959183,0.5877551020408164,95.11,4.040816326530613,75.0,6.391836734693878,0.9551020408163265
Rubén García,Osasuna,2438,0.11259228876127973,0.17091878589007384,0.36915504511895,11.88679245283019,0.44298605414273995,79.72,2.473338802296965,42.42,4.503691550451189,1.3289581624282198
Rodrigo De Paul,Atlético Madrid,2113,0.05494557501183152,0.24874585896829152,0.17037387600567913,18.911500236630385,0.5963085660198769,84.09,1.6611452910553715,36.36,5.451964032181732,0.8092759110269758
Sergio Gómez,Real Sociedad,2743,0.06201239518775063,0.24772147283995624,0.32810791104629966,10.36820998906307,0.7218374043018593,84.56,2.952971199416697,46.51,4.7903755012759754,0.9515129420342691
Nicolas Pépé,Villarreal,1495,0.237190635451505,0.2462207357859532,1.0234113712374582,14.749163879598662,1.625418060200669,83.45,1.625418060200669,47.06,3.190635451505017,1.2040133779264215
Thibaut Courtois,Real Madrid,2700,0.0,0.0006666666666666666,0.0,0.3,0.0,80.26,0.03333333333333333,100.0,7.866666666666666,0.0
Marcos Alonso,Celta Vigo,2655,0.0552542372881356,0.06915254237288136,0.4406779661016949,12.23728813559322,0.5423728813559322,90.47,2.3389830508474576,61.95,5.966101694915254,1.0508474576271187
Gerard Moreno,Villarreal,717,0.22719665271966533,0.23974895397489537,1.506276150627615,14.184100418410042,2.2594142259414225,79.73,1.1297071129707112,80.95,3.1380753138075312,1.2552301255230125
Yeray Álvarez,Athletic Club,1788,0.024161073825503355,0.020134228187919465,0.10067114093959731,4.832214765100671,0.30201342281879195,84.4,2.969798657718121,53.68,4.177852348993288,0.7550335570469798
Florian Lejeune,Rayo Vallecano,3326,0.0963319302465424,0.03084786530366807,0.46001202645820805,5.655441972339146,0.10823812387251955,84.02,2.3541791942273003,59.62,4.221286831028262,1.3529765484064942
Luis Milla,Getafe,2878,0.03283530229325921,0.15479499652536485,0.2501737317581654,11.070187630298818,0.6567060458651841,81.24,2.6580958999305073,45.71,5.253648366921473,1.1883252258512855
Ronald Araújo,FC Barcelona,766,0.11161879895561357,0.0293733681462141,0.2349869451697128,7.989556135770235,0.0,91.92,2.4673629242819843,61.11,3.172323759791123,1.0574412532637076
Aurélien Tchouaméni,Real Madrid,2692,0.05516344725111441,0.030423476968796433,0.10029717682020803,9.49479940564636,0.3343239227340267,92.91,3.109212481426449,73.27,4.780832095096582,0.8692421991084696
Clément Lenglet,Atlético Madrid,1976,0.1097672064777328,0.033704453441295544,0.18218623481781376,5.010121457489879,0.13663967611336034,87.76,2.2317813765182186,50.0,3.3704453441295548,1.3208502024291497
Óscar Mingueza,Celta Vigo,2741,0.047938708500547246,0.21112732579350602,0.32834731849689897,15.136811382707041,0.8208682962422473,80.89,1.9700839109813937,50.0,4.531192995257205,0.7880335643925575
Augusto Batalla,Rayo Vallecano,2880,0.0,0.0021875,0.0,1.625,0.1875,63.12,0.125,100.0,8.9375,0.03125
Dominik Greif,Mallorca,2790,0.0,0.0029032258064516127,0.0,1.5161290322580645,0.06451612903225806,66.96,0.0,83.33,7.709677419354839,0.0
Sergi Cardona,Villarreal,2955,0.0749238578680203,0.14101522842639594,0.18274111675126903,7.096446700507614,0.3045685279187817,79.98,3.380710659898477,60.56,3.9898477157360404,1.1573604060913705
Ferran Torres,FC Barcelona,1109,0.645175834084761,0.2126239855725879,1.7853922452660054,12.010820559062218,0.8926961226330027,77.58,0.9738503155996393,35.71,2.1911632100991882,0.40577096483318303
Viktor Tsygankov,Girona FC,1920,0.13171875000000002,0.20203125,0.46875,10.96875,0.703125,81.67,1.59375,34.48,3.234375,0.65625
Andriy Lunin,Real Madrid,630,0.0,0.0014285714285714286,0.0,0.2857142857142857,0.0,84.8,0.14285714285714285,100.0,7.0,0.0
Takefusa Kubo,Real Sociedad,2382,0.13450881612090682,0.14168765743073047,0.5289672544080605,12.317380352644838,2.8337531486146097,77.03,1.8136020151133503,36.67,4.458438287153653,0.7934508816120908
Unai Simón,Athletic Club,1890,0.0,0.002380952380952381,0.0,1.4761904761904763,0.0,65.83,0.047619047619047616,100.0,8.238095238095237,0.0
Alejandro Catena,Osasuna,3076,0.06641742522756827,0.05529908972691808,0.14629388816644995,2.779583875162549,0.2340702210663199,84.17,2.369960988296489,66.02,3.1599479843953184,1.0533159947984396
Marc Roca,Real Betis,909,0.10495049504950496,0.04950495049504951,0.39603960396039606,10.594059405940595,0.39603960396039606,87.64,3.3663366336633667,27.78,5.0495049504950495,1.5841584158415842
Dodi Lukebakio,Sevilla,3098,0.2684312459651388,0.1167850225952227,1.1329890251775339,8.337637185280826,2.4402840542285342,81.73,0.9586830213040671,46.15,3.486120077469335,1.1329890251775339
Santi Comesaña,Villarreal,2581,0.1628438589693917,0.09031383184812088,0.27896164277411856,10.077489345215033,0.6276636962417668,85.63,3.6265013560635415,39.51,5.579232855482371,1.2901975978302984
Joan Jordán,Deportivo Alavés,1415,0.10558303886925796,0.16282685512367492,0.5088339222614842,15.010600706713781,0.38162544169611307,81.82,2.6077738515901063,55.17,3.8798586572438163,1.7809187279151943
Pape Gueye,Villarreal,2232,0.13346774193548386,0.08548387096774193,0.6854838709677419,9.274193548387096,0.4435483870967742,81.55,3.2661290322580645,57.14,5.080645161290322,1.25
Lucas Vázquez,Real Madrid,2219,0.058404686795853984,0.1598017124831005,0.12167643082469581,14.23614240648941,0.7706173952230735,89.89,3.0419107706173953,36.36,3.366381252816584,1.1762054979720595
Marc Bartra,Real Betis,2101,0.05097572584483579,0.011137553545930509,0.21418372203712518,3.940980485483103,0.29985721085197525,81.74,2.8272251308900525,54.84,3.769633507853403,0.6425511661113755
Kike García,Deportivo Alavés,2560,0.263671875,0.054843750000000004,0.94921875,5.4140625,0.45703125,66.9,0.703125,52.09,3.1640625,1.72265625
Jan Oblak,Atlético Madrid,3240,0.0,0.0008333333333333333,0.0,0.3055555555555556,0.05555555555555555,76.31,0.0,100.0,7.444444444444445,0.0
Álvaro García,Rayo Vallecano,2566,0.26901792673421665,0.2083398285268901,0.911925175370226,8.347622759158222,0.35074045206547155,71.25,2.279812938425565,35.71,3.296960249415432,0.6313328137178488
Rui Silva,Real Betis,1350,0.0,0.002,0.0,0.4,0.0,75.66,0.0,100.0,8.6,0.06666666666666667
Oihan Sancet,Athletic Club,1626,0.40904059040590407,0.08247232472324724,1.1070110701107012,10.959409594095941,1.3284132841328413,83.82,0.996309963099631,48.0,4.2619926199261995,0.8856088560885609
Fábio Silva,Las Palmas,1877,0.3097496004262121,0.08822589238145978,1.1507725093233885,5.370271710175813,1.006925945657965,68.56,0.767181672882259,49.06,2.301545018646777,1.8700053276505062
Sergi Darder,Mallorca,2769,0.07183098591549296,0.17193932827735645,0.2925243770314193,10.140845070422536,1.105092091007584,81.43,1.820151679306609,58.33,3.965330444203684,0.6825568797399784
Daley Blind,Girona FC,2779,0.015545160129543002,0.08064051817200432,0.12954300107952502,15.99856063332134,0.4857862540482188,90.2,2.6232457718603817,41.46,3.7567470313062254,0.6153292551277438
Marc Casadó,FC Barcelona,1623,0.058780036968576706,0.099815157116451,0.055452865064695,15.471349353049906,0.22181146025878,89.89,3.6598890942698703,28.13,4.99075785582255,1.44177449168207
Fran García,Real Madrid,2189,0.03576975788031064,0.09374143444495202,0.12334399269072635,15.9113750571037,0.32891731384193695,88.96,3.2480584741891274,44.74,4.358154408405665,0.5344906349931475
Antonio Rüdiger,Real Madrid,2298,0.06736292428198433,0.03563968668407311,0.15665796344647517,6.3054830287206265,0.11749347258485639,92.22,1.1357702349869452,58.06,3.9947780678851172,0.5874673629242819
Iñaki Williams,Athletic Club,2653,0.250697323784395,0.17097625329815302,0.8141726347531096,7.09008669430833,1.119487372785526,70.49,0.9837919336600075,57.69,2.9513758009800224,0.7463249151903505
Juan Soriano,Leganés,540,0.0,0.0016666666666666668,0.0,1.5,0.0,47.27,0.16666666666666666,0.0,9.333333333333334,0.0
Dani Parejo,Villarreal,2277,0.03715415019762845,0.07549407114624505,0.15810276679841898,13.873517786561264,0.31620553359683795,88.98,3.0039525691699605,73.53,5.612648221343873,0.7905138339920948
Omar Alderete,Getafe,2978,0.05198119543317663,0.027803895231699127,0.3022162525184688,5.167897918065816,0.5439892545332438,66.36,2.447951645399597,65.81,3.475486903962391,0.9973136333109469
Miguel Gutiérrez,Girona FC,2464,0.0599025974025974,0.16655844155844154,0.32873376623376627,10.154220779220779,1.0592532467532467,88.36,1.9358766233766234,23.81,5.25974025974026,1.0592532467532467
Axel Witsel,Atlético Madrid,858,0.0031468531468531466,0.06818181818181819,0.0,2.7272727272727275,0.1048951048951049,90.79,2.832167832167832,58.97,3.3566433566433567,0.4195804195804196
Antonio Sivera,Deportivo Alavés,2812,0.0,0.005440967283072547,0.0,3.136557610241821,0.0,51.12,0.06401137980085349,85.71,7.617354196301565,0.12802275960170698
Fermín López,FC Barcelona,1255,0.40661354581673304,0.3069322709163347,1.1474103585657371,17.067729083665338,1.792828685258964,86.15,1.7211155378486056,30.0,4.733067729083666,1.9362549800796813
Jasper Cillessen,Las Palmas,2337,0.0,0.001540436456996149,0.0,1.1938382541720154,0.0,63.36,0.038510911424903725,66.67,8.857509627727858,0.0
Ilias Akhomach,Villarreal,588,0.08724489795918366,0.2586734693877551,0.9183673469387755,7.346938775510204,2.9081632653061225,79.88,2.295918367346939,53.85,4.591836734693878,1.3775510204081634
Martín Zubimendi,Real Sociedad,2962,0.08446995273463875,0.038588791357191086,0.24307900067521945,9.75354490209318,0.5773126266036461,84.42,3.555030384875084,62.07,4.25388251181634,1.336934503713707
