player_name,club,minutes_played,npxg_per90,xa_per90,shots_on_target_per90,progressive_passes_per90,successful_dribbles_per90,pass_completion_percentage,tackles_interceptions_per90,aerial_duels_won_percentage,ball_recoveries_per90,fouls_committed_per90,date_of_birth,country_of_citizenship,transfermarkt_position,preferred_foot,height_in_cm,player_photo_url,market_value_in_eur,stats_vector
Nahuel Tenaglia,Deportivo Alavés,2923,0.0674307218611016,0.0431063975367772,0.2771125555935683,5.449880260006843,0.5234348272322956,74.41,4.403010605542252,47.0,3.602463222716388,1.139240506329114,21/02/1996 00:00,Argentina,Defender,right,181.0,https://img.a.transfermarkt.technology/portrait/header/533568-1647530141.jpg?lm=1,3000000,"[0.0709412869496286, 0.0808491107165915, 0.10285879233664047, 0.16152410290703786, 0.08332560645349006, 0.5634720470786043, 0.6327289314631087, 0.5222222222222223, 0.3952079186771607, 0.22886075949367088]"
Dani Ceballos,Real Madrid,1225,0.0257142857142857,0.1491428571428571,0.2204081632653061,24.612244897959183,0.5877551020408164,95.11,4.040816326530613,75.0,6.391836734693878,0.9551020408163264,07/08/1996 00:00,Spain,Midfield,right,179.0,https://img.a.transfermarkt.technology/portrait/header/319745-1723666162.jpg?lm=1,6000000,"[0.027053017841326063, 0.28772674439521134, 0.08181122448979593, 0.7916470287094165, 0.09356475300400535, 0.9985287936107607, 0.5806802721088435, 0.8333333333333334, 0.7873398039048699, 0.191869387755102]"
Rubén García,Osasuna,2438,0.1125922887612797,0.1709187858900738,0.36915504511895,11.88679245283019,0.4429860541427399,79.72,2.473338802296965,42.42,4.503691550451189,1.3289581624282198,14/07/1993 00:00,Spain,Attack,left,172.0,https://img.a.transfermarkt.technology/portrait/header/213260-1583310204.jpg?lm=1,1800000,"[0.11845404653656924, 0.33021168426508346, 0.13702317473338804, 0.37319140079581625, 0.07051896375917137, 0.675073560319462, 0.3554279464041564, 0.4713333333333334, 0.5219031646375072, 0.2669729286300246]"
Rodrigo De Paul,Atlético Madrid,2113,0.0549455750118315,0.2487458589682915,0.1703738760056791,18.911500236630385,0.5963085660198769,84.09,1.6611452910553717,36.36,5.451964032181732,0.8092759110269758,24/05/1994 00:00,Argentina,Midfield,right,180.0,https://img.a.transfermarkt.technology/portrait/header/255901-1771694448.jpg?lm=1,15000000,"[0.057806140820438806, 0.4820526715478342, 0.06323946994794132, 0.6041873924318425, 0.09492637920129506, 0.7669188734762507, 0.23871273071462376, 0.404, 0.6552119073977909, 0.16257453857075246]"
Sergio Gómez,Real Sociedad,2743,0.0620123951877506,0.2477214728399562,0.3281079110462996,10.36820998906307,0.7218374043018593,84.56,2.952971199416697,46.51,4.790375501275976,0.9515129420342692,04/09/2000 00:00,Spain,Defender,left,173.0,https://img.a.transfermarkt.technology/portrait/header/366930-1727678534.jpg?lm=1,15000000,"[0.0652408724099059, 0.48005408937156685, 0.12178727670433831, 0.3232553076663739, 0.11490931887795953, 0.7767969735182851, 0.42435289828654754, 0.5167777777777778, 0.5622053750151179, 0.19114837768866205]"
Nicolas Pépé,Villarreal,1495,0.237190635451505,0.2462207357859532,1.0234113712374582,14.749163879598662,1.625418060200669,83.45,1.625418060200669,47.06,3.190635451505017,1.2040133779264215,29/05/1995 00:00,Cote d'Ivoire,Attack,left,183.0,https://img.a.transfermarkt.technology/portrait/header/343052-1758059244.jpg?lm=1,8500000,"[0.2495392080480847, 0.47712614428872135, 0.3798704013377927, 0.4673157895258083, 0.25875035163942117, 0.7534678436317781, 0.23357859531772573, 0.522888888888889, 0.33731291120655704, 0.24187290969899664]"
Marcos Alonso,Celta Vigo,2655,0.0552542372881356,0.0691525423728813,0.4406779661016949,12.23728813559322,0.5423728813559322,90.47,2.3389830508474576,61.95,5.966101694915254,1.0508474576271187,28/12/1990 00:00,Spain,Defender,left,188.0,https://img.a.transfermarkt.technology/portrait/header/112515-1694505734.jpg?lm=1,2000000,"[0.058130872611964333, 0.13166526235123985, 0.16357109227871944, 0.3847168763452339, 0.0863403558794023, 0.9010088272383354, 0.33612052730696795, 0.6883333333333334, 0.7274897038594542, 0.2111035781544256]"
Gerard Moreno,Villarreal,717,0.2271966527196653,0.2397489539748953,1.506276150627615,14.184100418410042,2.2594142259414225,79.73,1.1297071129707112,80.95,3.1380753138075312,1.2552301255230125,07/04/1992 00:00,Spain,Attack,left,180.0,https://img.a.transfermarkt.technology/portrait/header/177467-1726231623.jpg?lm=1,10000000,"[0.23902492053668165, 0.46449966739832144, 0.5591004184100419, 0.4487346045752312, 0.3596762210143511, 0.6752837326607819, 0.16234309623430962, 0.8994444444444445, 0.3299239739435329, 0.2521617852161785]"
Yeray Álvarez,Athletic Club,1788,0.0241610738255033,0.0201342281879194,0.1006711409395973,4.832214765100671,0.3020134228187919,84.4,2.969798657718121,53.68,4.177852348993288,0.7550335570469798,24/01/1995 00:00,Spain,Defender,right,182.0,https://img.a.transfermarkt.technology/portrait/header/255488-1709675129.png?lm=1,8000000,"[0.025418942938158672, 0.03603029978107691, 0.03736717002237137, 0.1412131863698061, 0.04807752618704133, 0.773434216057167, 0.4267710663683818, 0.5964444444444444, 0.4760964844635795, 0.15167785234899325]"
Florian Lejeune,Rayo Vallecano,3326,0.0963319302465424,0.030847865303668,0.460012026458208,5.655441972339146,0.1082381238725195,84.02,2.3541791942273003,59.62,4.221286831028262,1.3529765484064942,20/05/1991 00:00,France,Defender,right,190.0,https://img.a.transfermarkt.technology/portrait/header/127108-1496825998.jpg?lm=1,3000000,"[0.10134714440857576, 0.05693265641229002, 0.1707475195429946, 0.1682836625989162, 0.017230430311170553, 0.7654476670870112, 0.3383042693926639, 0.6624444444444444, 0.4822025313056852, 0.27179795550210456]"
Luis Milla,Getafe,2878,0.0328353022932592,0.1547949965253648,0.2501737317581654,11.070187630298818,0.6567060458651841,81.24,2.658095899930508,45.71,5.253648366921473,1.1883252258512855,07/10/1994 00:00,Spain,Midfield,right,175.0,https://img.a.transfermarkt.technology/portrait/header/281989-1669364960.jpg?lm=1,3500000,"[0.03454476739641185, 0.29875409503497075, 0.09285962473940237, 0.3463386908239646, 0.10454105589941094, 0.707019756200084, 0.3819782256196434, 0.507888888888889, 0.6273325662644617, 0.23872133425990266]"
Ronald Araujo,FC Barcelona,766,0.1116187989556135,0.0293733681462141,0.2349869451697128,7.989556135770235,0.0,91.92,2.4673629242819843,61.11,3.172323759791123,1.0574412532637076,07/03/1999 00:00,Uruguay,Defender,right,192.0,https://img.a.transfermarkt.technology/portrait/header/480267-1736431980.jpg?lm=1,70000000,"[0.11742987509452892, 0.054055905491586675, 0.08722258485639689, 0.24503717781514342, 0.0, 0.9314838167297184, 0.35456919060052217, 0.679, 0.3347386420516215, 0.21242819843342037]"
Aurélien Tchouaméni,Real Madrid,2692,0.0551634472511144,0.0304234769687964,0.100297176820208,9.49479940564636,0.3343239227340267,92.91,3.109212481426449,73.27,4.780832095096582,0.8692421991084696,27/01/2000 00:00,France,Midfield,right,188.0,https://img.a.transfermarkt.technology/portrait/header/413112-1668500754.jpg?lm=1,100000000,"[0.058035355881745194, 0.056104672765861174, 0.0372283618127786, 0.29453463343605035, 0.053221035675105194, 0.9522908785203865, 0.4468053491827637, 0.8141111111111111, 0.5608637569634118, 0.17462109955423474]"
Clément Lenglet,Atlético Madrid,1976,0.1097672064777328,0.0337044534412955,0.1821862348178137,5.010121457489879,0.1366396761133603,87.76,2.2317813765182186,50.0,3.3704453441295548,1.3208502024291495,17/06/1995 00:00,France,Defender,left,186.0,https://img.a.transfermarkt.technology/portrait/header/182904-1599988301.jpg?lm=1,10000000,"[0.11548188537023557, 0.06250587336523428, 0.067623987854251, 0.14706335609813304, 0.02175167429717356, 0.8440521227406474, 0.32071524966261805, 0.5555555555555556, 0.3625906991667164, 0.2653441295546558]"
Óscar Mingueza,Celta Vigo,2741,0.0479387085005472,0.211127325793506,0.3283473184968989,15.13681138270704,0.8208682962422473,80.89,1.9700839109813937,50.0,4.531192995257205,0.7880335643925575,13/05/1999 00:00,Spain,Defender,right,184.0,https://img.a.transfermarkt.technology/portrait/header/331505-1698852962.jpg?lm=1,8000000,"[0.050434484191600196, 0.40865873558871574, 0.12187614009485591, 0.48006294174077313, 0.13067404965102442, 0.6996637242538881, 0.283108354615104, 0.5555555555555556, 0.5257693350703881, 0.1583071871579715]"
Sergi Cardona,Villarreal,2955,0.0749238578680203,0.1410152284263959,0.182741116751269,7.096446700507614,0.3045685279187817,79.98,3.380710659898477,60.56,3.98984771573604,1.1573604060913705,08/07/1999 00:00,Spain,Defender,both,186.0,https://img.a.transfermarkt.technology/portrait/header/678406-1697540707.jpg?lm=1,10000000,"[0.07882452914173183, 0.2718697023690413, 0.06782994923857869, 0.2156687391572759, 0.048484273447507, 0.6805380411937789, 0.4858206429780033, 0.672888888888889, 0.44966667470373695, 0.23250084602368862]"
Ferran Torres,FC Barcelona,1109,0.645175834084761,0.2126239855725879,1.7853922452660054,12.010820559062218,0.8926961226330027,77.58,0.9738503155996392,35.71,2.191163210099188,0.405770964833183,29/02/2000 00:00,Spain,Attack,right,182.0,https://img.a.transfermarkt.technology/portrait/header/398184-1779789996.jpg?lm=1,30000000,"[0.6787648525111795, 0.4115787258889264, 0.6627028854824167, 0.3772698616046596, 0.14210832357179576, 0.6300966792770071, 0.1399458972046889, 0.3967777777777778, 0.19680647398245726, 0.08151487826871052]"
Viktor Tsygankov,Girona FC,1920,0.13171875,0.20203125,0.46875,10.96875,0.703125,81.67,1.59375,34.48,3.234375,0.65625,15/11/1997 00:00,Ukraine,Attack,left,178.0,https://img.a.transfermarkt.technology/portrait/header/264372-1715881945.jpg?lm=1,15000000,"[0.13857626586950103, 0.39091224873963953, 0.17399088541666669, 0.3430030807571487, 0.11193049065420561, 0.716057166876839, 0.22902777777777777, 0.38311111111111107, 0.3434618444837599, 0.13183333333333333]"
Takefusa Kubo,Real Sociedad,2382,0.1345088161209068,0.1416876574307304,0.5289672544080605,12.317380352644838,2.8337531486146097,77.03,1.8136020151133505,36.67,4.458438287153653,0.7934508816120908,04/06/2001 00:00,Japan,Attack,left,173.0,https://img.a.transfermarkt.technology/portrait/header/405398-1697110254.jpg?lm=1,30000000,"[0.14151158786856546, 0.27318161453350226, 0.19634235936188082, 0.38735057751396174, 0.451105252006874, 0.6185372005044136, 0.2606213266162889, 0.4074444444444445, 0.5155414323799334, 0.1593954659949622]"
Alejandro Catena,Osasuna,3076,0.0664174252275682,0.055299089726918,0.1462938881664499,2.779583875162549,0.2340702210663199,84.17,2.369960988296489,66.02,3.1599479843953184,1.0533159947984396,28/10/1994 00:00,Spain,Defender,right,194.0,https://img.a.transfermarkt.technology/portrait/header/449796-1732220159.jpg?lm=1,2800000,"[0.06987523626441336, 0.10463711078598922, 0.054301446684005196, 0.07371578683705399, 0.037261645783454665, 0.7686002522068096, 0.34057217165149545, 0.7335555555555555, 0.33299884775147737, 0.2115994798439532]"
Marc Roca,Real Betis,909,0.1049504950495049,0.0495049504950495,0.396039603960396,10.594059405940596,0.396039603960396,87.64,3.3663366336633667,27.78,5.0495049504950495,1.5841584158415842,26/11/1996 00:00,Spain,Midfield,left,184.0,https://img.a.transfermarkt.technology/portrait/header/336869-1773344159.jpg?lm=1,9000000,"[0.1104144072511768, 0.09333271776922462, 0.14700220022002203, 0.330681995240817, 0.06304555689213781, 0.8415300546448088, 0.4837550421708838, 0.3086666666666667, 0.5986339562015277, 0.3182398239823982]"
Dodi Lukébakio,Sevilla,3098,0.2684312459651388,0.1167850225952227,1.132989025177534,8.337637185280826,2.4402840542285342,81.73,0.9586830213040672,46.15,3.486120077469335,1.132989025177534,24/09/1997 00:00,Belgium,Attack,left,187.0,https://img.a.transfermarkt.technology/portrait/header/303259-1657098989.jpg?lm=1,20000000,"[0.2824062611325001, 0.2245964563127236, 0.4205434958037445, 0.25648325211119194, 0.3884688946139505, 0.7173182009247583, 0.13776630083925115, 0.5127777777777778, 0.37885232603847346, 0.22760490639122016]"
Santi Comesaña,Villarreal,2581,0.1628438589693917,0.0903138318481208,0.2789616427741185,10.077489345215032,0.6276636962417668,85.63,3.6265013560635415,39.51,5.579232855482371,1.2901975978302984,05/10/1996 00:00,Spain,Midfield,both,188.0,https://img.a.transfermarkt.technology/portrait/header/380598-1726231263.jpg?lm=1,6000000,"[0.17132180419080775, 0.17295103809751738, 0.10354513754358775, 0.3136954362124168, 0.09991780335811304, 0.7992854140395123, 0.5211416763528348, 0.439, 0.6731034387388953, 0.25918636187524213]"
Joan Jordán,Deportivo Alavés,1415,0.1055830388692579,0.1628268551236749,0.5088339222614842,15.01060070671378,0.381625441696113,81.82,2.6077738515901063,55.17,3.879858657243816,1.7809187279151943,06/07/1994 00:00,Spain,Midfield,right,185.0,https://img.a.transfermarkt.technology/portrait/header/263727-1620305031.jpg?lm=1,3500000,"[0.11107988244389007, 0.3144242891081459, 0.18886925795053008, 0.47591271070577557, 0.06075096595224728, 0.7192097519966372, 0.37474676089517084, 0.613, 0.43420434358322674, 0.35776678445229676]"
Pape Gueye,Villarreal,2232,0.1334677419354838,0.0854838709677419,0.6854838709677419,9.274193548387096,0.4435483870967742,81.55,3.2661290322580645,57.14,5.080645161290322,1.25,24/01/1999 00:00,Senegal,Midfield,left,189.0,https://img.a.transfermarkt.technology/portrait/header/485963-1768814767.jpg?lm=1,6000000,"[0.14041631348197242, 0.1635277615999324, 0.25443828405017926, 0.2872803717177428, 0.07060848155964225, 0.7135350987810003, 0.46935483870967737, 0.634888888888889, 0.6030116666490904, 0.25111111111111106]"
Lucas Vázquez,Real Madrid,2219,0.0584046867958539,0.1598017124831005,0.1216764308246958,14.23614240648941,0.7706173952230735,89.89,3.041910770617396,36.36,3.366381252816584,1.1762054979720595,01/07/1991 00:00,Spain,Defender,right,173.0,https://img.a.transfermarkt.technology/portrait/header/221316-1758702933.jpg?lm=1,2500000,"[0.06144534020742823, 0.30852222152358805, 0.04516392519152772, 0.4504459199798131, 0.12267460715233351, 0.8888188314417822, 0.4371338440739072, 0.404, 0.36201936665013174, 0.23628661559260927]"
Marc Bartra,Real Betis,2101,0.0509757258448357,0.0111375535459305,0.2141837220371251,3.940980485483103,0.2998572108519752,81.74,2.8272251308900525,54.84,3.769633507853403,0.6425511661113755,15/01/1991 00:00,Spain,Defender,right,184.0,https://img.a.transfermarkt.technology/portrait/header/99922-1724053472.jpg?lm=1,1000000,"[0.05362961414046783, 0.018477745048248118, 0.0795008329366968, 0.11190640912918642, 0.04773427873687207, 0.717528373266078, 0.406282722513089, 0.6093333333333334, 0.41870882265554493, 0.1290813898143741]"
Kike García,Deportivo Alavés,2560,0.263671875,0.05484375,0.94921875,5.4140625,0.45703125,66.9,0.703125,52.09,3.1640625,1.72265625,25/11/1989 00:00,Spain,Attack,right,186.0,https://img.a.transfermarkt.technology/portrait/header/93936-1490620015.jpg?lm=1,1000000,"[0.277399108724535, 0.10374874082744277, 0.3523315429687501, 0.16034629462723407, 0.07275481892523365, 0.4056326187473729, 0.10104166666666665, 0.5787777777777778, 0.333577268946751, 0.34606249999999994]"
Álvaro García,Rayo Vallecano,2566,0.2690179267342166,0.2083398285268901,0.911925175370226,8.347622759158222,0.3507404520654715,71.25,2.279812938425565,35.71,3.296960249415432,0.6313328137178488,20/07/1986 00:00,Spain,Attack,right,168.0,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,150000,"[0.28302348556134, 0.4032203152515466, 0.338488893219018, 0.25681161132709895, 0.055834383490796245, 0.4970575872215217, 0.32761756300337747, 0.3967777777777778, 0.35226011826650666, 0.1268277474668745]"
Oihan Sancet,Athletic Club,1626,0.409040590405904,0.0824723247232472,1.1070110701107012,10.95940959409594,1.328413284132841,83.82,0.996309963099631,48.0,4.2619926199262,0.8856088560885609,25/04/2000 00:00,Spain,Midfield,right,188.0,https://img.a.transfermarkt.technology/portrait/header/571020-1709676037.png?lm=1,40000000,"[0.43033598183634625, 0.15765222064836448, 0.4109009840098402, 0.3426959368316652, 0.2114701520846984, 0.7612442202606136, 0.14317343173431735, 0.5333333333333333, 0.48792497674789265, 0.17790897908979086]"
Fábio Silva,Las Palmas,1877,0.3097496004262121,0.0882258923814597,1.1507725093233885,5.370271710175813,1.006925945657965,68.56,0.767181672882259,49.06,2.301545018646777,1.8700053276505064,19/07/2002 00:00,Portugal,Attack,right,185.0,https://img.a.transfermarkt.technology/portrait/header/505653-1766483527.jpg?lm=1,28000000,"[0.32587572370398654, 0.168877458333239, 0.42714437932871613, 0.15890630634141664, 0.16029257265770097, 0.44052122740647337, 0.11024684780678388, 0.5451111111111111, 0.21232401815312818, 0.3756632924880128]"
Sergi Darder,Mallorca,2769,0.0718309859154929,0.1719393282773564,0.2925243770314193,10.140845070422536,1.105092091007584,81.43,1.820151679306609,58.33,3.965330444203684,0.6825568797399784,22/12/1993 00:00,Spain,Midfield,right,180.0,https://img.a.transfermarkt.technology/portrait/header/142021-1664975574.jpg?lm=1,3500000,"[0.07557063669290613, 0.33220276728439657, 0.10857936078006504, 0.31577878530259207, 0.17591964439404223, 0.7110130306851619, 0.26156253761887566, 0.6481111111111111, 0.44622002122927756, 0.1371180931744312]"
Daley Blind,Girona FC,2779,0.015545160129543,0.0806405181720043,0.129543001079525,15.99856063332134,0.4857862540482188,90.2,2.6232457718603817,41.46,3.7567470313062254,0.6153292551277438,09/03/1990 00:00,Netherlands,Defender,left,180.0,https://img.a.transfermarkt.technology/portrait/header/12282-1718096647.jpg?lm=1,1400000,"[0.016354469223975463, 0.15407835741221024, 0.04808384310903203, 0.5084001521719758, 0.07733232891546411, 0.8953341740226985, 0.3769701331414178, 0.46066666666666667, 0.41689723366587067, 0.12361281036344009]"
Marc Casadó,FC Barcelona,1623,0.0587800369685767,0.099815157116451,0.055452865064695,15.471349353049906,0.22181146025878,89.89,3.6598890942698703,28.13,4.99075785582255,1.44177449168207,14/09/2003 00:00,Spain,Midfield,right,172.0,https://img.a.transfermarkt.technology/portrait/header/636695-1729771427.jpg?lm=1,2500000,"[0.06184023178762769, 0.19148816858664514, 0.020583025261860753, 0.49106367409542906, 0.03531017326860953, 0.8888188314417822, 0.5259396179913739, 0.31255555555555553, 0.5903752526300413, 0.2896364756623536]"
Fran García,Real Madrid,2189,0.0357697578803106,0.093741434444952,0.1233439926907263,15.9113750571037,0.3289173138419369,88.96,3.2480584741891274,44.74,4.358154408405665,0.5344906349931475,14/08/1999 00:00,Spain,Defender,left,169.0,https://img.a.transfermarkt.technology/portrait/header/341264-1688119965.jpg?lm=1,15000000,"[0.037631996037842765, 0.17963830695822228, 0.04578289173138418, 0.5055331975235281, 0.05236035743714323, 0.8692728036990331, 0.4667580325871783, 0.49711111111111117, 0.5014434615407692, 0.10737322978529007]"
Antonio Rüdiger,Real Madrid,2298,0.0673629242819843,0.0356396866840731,0.1566579634464751,6.3054830287206265,0.1174934725848563,92.22,1.1357702349869452,58.06,3.994778067885117,0.5874673629242819,03/03/1993 00:00,Germany,Defender,right,190.0,https://img.a.transfermarkt.technology/portrait/header/86202-1684484602.jpg?lm=1,25000000,"[0.07086995970617185, 0.0662815225652296, 0.05814838990426455, 0.18965919636407147, 0.01870378956101607, 0.9377889869693148, 0.16321438932404989, 0.6451111111111112, 0.4503597867142843, 0.11801566579634462]"
Iñaki Williams,Athletic Club,2653,0.250697323784395,0.170976253298153,0.8141726347531096,7.09008669430833,1.119487372785526,70.49,0.9837919336600076,57.69,2.9513758009800224,0.7463249151903505,15/06/1994 00:00,Ghana,Attack,right,186.0,https://img.a.transfermarkt.technology/portrait/header/255508-1709676323.png?lm=1,25000000,"[0.2637490789543532, 0.3303238034497604, 0.3022050508857897, 0.21545960078682258, 0.17821122974872391, 0.4810844892812105, 0.14137454454077145, 0.641, 0.3036776388357459, 0.14992838296268374]"
Dani Parejo,Villarreal,2277,0.0371541501976284,0.075494071146245,0.1581027667984189,13.873517786561264,0.3162055335968379,88.98,3.0039525691699605,73.53,5.612648221343873,0.7905138339920948,16/04/1989 00:00,Spain,Midfield,right,182.0,https://img.a.transfermarkt.technology/portrait/header/59561-1688725780.jpg?lm=1,2500000,"[0.03908846231794583, 0.14403761494969589, 0.05868467281510758, 0.43852160422889874, 0.050336768743920304, 0.869693148381673, 0.4316791099399795, 0.8170000000000001, 0.6778009919186969, 0.15880544576196748]"
Omar Alderete,Getafe,2978,0.0519811954331766,0.0278038952316991,0.3022162525184688,5.167897918065816,0.5439892545332438,66.36,2.447951645399597,65.81,3.475486903962391,0.9973136333109468,26/12/1996 00:00,Paraguay,Defender,left,188.0,https://img.a.transfermarkt.technology/portrait/header/353032-1669365021.jpg?lm=1,12000000,"[0.0546874302903905, 0.0509938564201281, 0.11217679650772333, 0.15225157617635596, 0.08659766637585282, 0.39428331231609914, 0.35177971793149765, 0.7312222222222223, 0.37735750780946, 0.20034922766957686]"
Miguel Gutiérrez,Girona FC,2464,0.0599025974025974,0.1665584415584415,0.3287337662337662,10.15422077922078,1.0592532467532467,88.36,1.935876623376624,23.81,5.25974025974026,1.0592532467532467,27/07/2001 00:00,Spain,Defender,left,180.0,https://img.a.transfermarkt.technology/portrait/header/525299-1755681125.jpg?lm=1,17000000,"[0.06302123474399825, 0.3217046318728857, 0.1220195819805195, 0.3162186235439507, 0.16862255734919288, 0.8566624632198403, 0.27819264069264077, 0.26455555555555554, 0.6281889683939645, 0.21279220779220775]"
Axel Witsel,Atlético Madrid,858,0.0031468531468531,0.0681818181818181,0.0,2.7272727272727275,0.1048951048951049,90.79,2.832167832167832,58.97,3.3566433566433567,0.4195804195804196,12/01/1989 00:00,Belgium,Midfield,right,186.0,https://img.a.transfermarkt.technology/portrait/header/35047-1665067807.jpg?lm=1,1400000,"[0.0033106840015608343, 0.12977137486812515, 0.0, 0.07199562055365434, 0.016698255016012027, 0.9077343421605717, 0.40699300699300694, 0.6552222222222223, 0.3606504070725912, 0.08428904428904428]"
Fermín López,FC Barcelona,1255,0.406613545816733,0.3069322709163347,1.1474103585657371,17.067729083665338,1.792828685258964,86.15,1.7211155378486056,30.0,4.733067729083666,1.936254980079681,11/05/2003 00:00,Spain,Midfield,right,174.0,https://img.a.transfermarkt.technology/portrait/header/636703-1698086824.jpg?lm=1,30000000,"[0.427782580925192, 0.5955746361699946, 0.4258964143426296, 0.5435580027209644, 0.2854004542577354, 0.8102143757881464, 0.24733067729083663, 0.33333333333333337, 0.5541490123044677, 0.3889721115537848]"
Ilias Akhomach,Villarreal,588,0.0872448979591836,0.2586734693877551,0.9183673469387756,7.346938775510204,2.9081632653061225,79.88,2.295918367346939,53.85,4.591836734693878,1.3775510204081634,16/04/2004 00:00,Morocco,Attack,left,175.0,https://img.a.transfermarkt.technology/portrait/header/709969-1636472170.jpg?lm=1,15000000,"[0.09178702481878483, 0.5014214863808795, 0.3408801020408164, 0.2239057601185787, 0.46295060080106815, 0.6784363177805799, 0.3299319727891157, 0.5983333333333334, 0.534294670157442, 0.276734693877551]"
Martín Zubimendi,Real Sociedad,2962,0.0844699527346387,0.038588791357191,0.2430790006752194,9.75354490209318,0.5773126266036461,84.42,3.555030384875084,62.07,4.25388251181634,1.336934503713707,02/02/1999 00:00,Spain,Midfield,right,181.0,https://img.a.transfermarkt.technology/portrait/header/423440-1684149419.jpg?lm=1,50000000,"[0.08886761093723922, 0.07203523971602563, 0.09022619851451721, 0.3030430546220425, 0.09190241501385146, 0.7738545607398066, 0.5108710330857528, 0.6896666666666667, 0.4867848526415784, 0.26857528696826466]"
Mouctar Diakhaby,Valencia,659,0.1775417298937784,0.0068285280728376,0.5462822458270107,2.04855842185129,0.2731411229135053,84.59,2.5948406676783007,78.26,3.141122913505311,0.2731411229135053,19/12/1996 00:00,Guinea,Defender,right,192.0,https://img.a.transfermarkt.technology/portrait/header/346289-1709636432.jpg?lm=1,2800000,"[0.18678487280429987, 0.01007081599152543, 0.20276934749620643, 0.04967721403147338, 0.04348134386567016, 0.7774274905422447, 0.37288821446636317, 0.8695555555555556, 0.33035240742860694, 0.0548710166919575]"
Frenkie de Jong,FC Barcelona,1150,0.0516521739130434,0.1596521739130434,0.2347826086956521,26.37391304347826,0.3913043478260869,95.08,2.426086956521739,58.82,4.460869565217391,1.0956521739130434,12/05/1997 00:00,Netherlands,Midfield,right,181.0,https://img.a.transfermarkt.technology/portrait/header/326330-1746041680.jpg?lm=1,70000000,"[0.05434127931605491, 0.30823047106688645, 0.08714673913043477, 0.8495765957080932, 0.06229175132060138, 0.9978982765868012, 0.34863768115942023, 0.6535555555555556, 0.5158832229814978, 0.2201043478260869]"
Unai Núñez,Athletic Club,645,0.0320930232558139,0.0097674418604651,0.0,2.3720930232558137,0.2790697674418604,87.08,3.767441860465116,52.0,3.9069767441860463,1.3953488372093024,30/01/1997 00:00,Spain,Defender,right,186.0,https://img.a.transfermarkt.technology/portrait/header/338285-1753679771.jpg?lm=1,7000000,"[0.03376384397250769, 0.015804650676581117, 0.0, 0.06031611864930711, 0.044425124972831985, 0.8297604035308952, 0.5413953488372092, 0.5777777777777778, 0.4380166213261551, 0.2803100775193798]"
Diego Llorente,Real Betis,2522,0.0535289452815226,0.014274385408406,0.1784298176050753,3.140364789849326,0.2141157811260904,86.89,2.8191911181601905,63.11,3.318794607454401,0.7137192704203014,16/08/1993 00:00,Spain,Defender,right,186.0,https://img.a.transfermarkt.technology/portrait/header/246291-1675246130.jpg?lm=1,7000000,"[0.05631575878943771, 0.024597718832429616, 0.06622967882632831, 0.08557947536565215, 0.034085097867735885, 0.8257671290458175, 0.40512820512820513, 0.7012222222222222, 0.3553296060722067, 0.14337827121332275]"
Alexander Sørloth,Atlético Madrid,1560,0.9369230769230767,0.0409615384615384,2.423076923076924,5.423076923076923,0.8076923076923077,65.52,0.576923076923077,65.77,2.3653846153846154,1.5,05/12/1995 00:00,Norway,Attack,left,195.0,https://img.a.transfermarkt.technology/portrait/header/238407-1716403969.jpg?lm=1,20000000,"[0.9857009833980603, 0.07666448052705174, 0.8993990384615389, 0.16064271914221284, 0.12857656362329262, 0.376628835645229, 0.0829059829059829, 0.7307777777777777, 0.22129862887252166, 0.3013333333333333]"
Yangel Herrera,Girona FC,2265,0.1434437086092715,0.0500662251655629,0.5562913907284768,8.781456953642383,0.7549668874172185,84.43,3.854304635761589,52.0,4.211920529801325,2.8609271523178808,07/01/1998 00:00,Venezuela,Midfield,right,184.0,https://img.a.transfermarkt.technology/portrait/header/378293-1719230693.jpg?lm=1,9000000,"[0.15091164698682338, 0.09442776730323323, 0.20648454746136868, 0.2710775371199967, 0.1201832023271647, 0.7740647330811266, 0.553877851361295, 0.5777777777777778, 0.48088581077974685, 0.574728476821192]"
Leandro Cabrera,Espanyol,2870,0.0370034843205574,0.0235191637630662,0.1881533101045296,3.1986062717770034,0.0313588850174216,76.53,2.1951219512195124,63.64,2.602787456445993,0.7526132404181185,17/06/1991 00:00,Uruguay,Defender,left,190.0,https://img.a.transfermarkt.technology/portrait/header/102423-1747343579.jpg?lm=1,2500000,"[0.038929952503371584, 0.042634325080888005, 0.06983885017421604, 0.08749465095534159, 0.004992021882835651, 0.6080285834384196, 0.3154471544715447, 0.7071111111111111, 0.2546728697994082, 0.151191637630662]"
Álex Berenguer,Athletic Club,2352,0.2284438775510204,0.1695153061224489,0.7270408163265306,10.52295918367347,1.2627551020408163,77.06,1.6071428571428572,34.18,4.323979591836735,1.1096938775510203,04/07/1995 00:00,Spain,Attack,right,175.0,https://img.a.transfermarkt.technology/portrait/header/338425-1709676212.png?lm=1,12000000,"[0.24033707814392366, 0.32747348860747005, 0.2698634141156463, 0.32834398106946416, 0.20101802403204275, 0.6191677175283734, 0.23095238095238094, 0.37977777777777777, 0.49663914430217, 0.22292517006802717]"
