tm_team_id,fotmob_team_id,tm_name,fotmob_name,
1268,10217,ADO Den Haag,ADO Den Haag,
133,7788,SC Cambuur Leeuwarden,Cambuur,
403,8525,Willem II Tilburg,Willem II,
642,8526,De Graafschap Doetinchem,De Graafschap,
723,4116,Almere City FC,Almere City FC,
235,10219,RKC Waalwijk,RKC Waalwijk,
9715,455494,PSV Eindhoven U21,Jong PSV,
192,9803,Roda JC Kerkrade,Roda JC Kerkrade,
404,9835,FC Den Bosch,FC Den Bosch,
1455,6631,FC Dordrecht,FC Dordrecht,
3892,6416,FC Eindhoven,FC Eindhoven,
17596,278960,FC Utrecht U21,Jong FC Utrecht,
1426,9839,VVV-Venlo,VVV-Venlo,
1283,6660,FC Emmen,FC Emmen,
499,8277,Vitesse Arnhem,Vitesse,
1228,7781,TOP Oss,TOP Oss,
11368,681217,AZ Alkmaar U21,Jong AZ Alkmaar,
500,6417,Helmond Sport,Helmond Sport,
384,9838,MVV Maastricht,MVV Maastricht,
8817,163363,Ajax Amsterdam U21,Jong Ajax,
7110,2156,KVV Quick Boys Katwijk,Quick Boys,
6160,183563,De Treffers,De Treffers,
3943,2459,HSV Hoek,Hoek,
9545,4639,Rijnsburgse Boys,Rijnsburgse Boys,
11312,8435,HHC Hardenberg,HHC,
10803,1746,SV Spakenburg,Spakenburg,
9933,206300,VV Katwijk,Katwijk,
20298,681424,Almere City FC U23,Jong Almere City FC,
12285,8441,Kozakken Boys Werkendam,Kozakken Boys,
8621,681215,Sparta Rotterdam U21,Jong Sparta Rotterdam,
2838,4724,AFC Amsterdam,AFC,
13642,183567,BVV Barendrecht,Barendrecht,
17605,584412,RKAV Volendam,RKAV Volendam,
19964,150980,GVVV Veenendaal,GVVV Veenendaal,
28378,559612,Koninklijke HFC Haarlem,Koninklijke HFC,
7116,2153,VV IJsselmeervogels,IJsselmeervogels,
3410,2458,Excelsior Maassluis,Excelsior Maassluis,
2958,1742,ACV Assen,ACV,
2282,8342,Club Brugge KV,Club Brugge,
3948,7978,Union Saint-Gilloise,Union St.Gilloise,
475,9997,Sint-Truidense VV,St.Truiden,
58,8635,RSC Anderlecht,Anderlecht,
157,9991,KAA Gent,Gent,
354,8203,KV Mechelen,KV Mechelen,
1184,9987,KRC Genk,Genk,
3057,9985,Standard LiÃ¨ge,Standard Liege,
172,9986,Royal Charleroi SC,Sporting Charleroi,
968,10001,KVC Westerlo,Westerlo,
1096,9988,Royal Antwerp FC,Royal Antwerp,
2727,1773,Oud-Heverlee Leuven,OH Leuven,
3508,10000,Zulte Waregem,Zulte Waregem,
520,9984,Cercle Brugge ,Cercle Brugge,
3901,1218969,RAAL La LouviÃ¨re,RAAL La Louviere,
9010,7947,FCV Dender EH,FCV Dender EH,
28643,8475,SK Beveren,SK Beveren,
601,8571,KV Kortrijk,Kortrijk,
41274,583877,Beerschot VA,Beerschot,
3159,6363,RFC Lüttich,FC Liege,
5026,6702,Lommel SK,Lommel,
3225,274583,Patro Eisden Maasmechelen,Patro Eisden,
1245,6351,KAS Eupen,Eupen,
7773,213307,KSC Lokeren,KSC Lokeren,
43562,1379188,Jong KAA Gent,Gent U23,
28107,465631,K Lierse SK,K. Lierse SK,
2715,149408,RFC Seraing,RFC Seraing,
2974,96953,Francs Borains,Francs Borains,
54189,9992,RWDM Brussels,RWDM Brussels,
30857,1378461,RSCA Futures,Anderlecht Futures,
46736,1378463,Jong Genk,Genk U23,
43560,1173026,Club NXT,Club Brugge NXT,
3146,4137,Olympic Charleroi,Olympic de Charleroi,
371,9925,Celtic FC,Celtic,
124,8548,Rangers FC,Rangers,
987,9927,Motherwell FC,Motherwell,
903,10251,Hibernian FC,Hibernian,
1191,8596,Falkirk FC,Falkirk,
1519,9938,Dundee United FC,Dundee United,
511,8284,Dundee FC,Dundee FC,
370,8485,Aberdeen FC,Aberdeen,
2553,8597,Kilmarnock FC,Kilmarnock,
465,9800,St. Mirren FC,St. Mirren,
1241,8282,Livingston FC,Livingston,
2578,8467,St. Johnstone FC,St. Johnstone,
2760,8426,Partick Thistle FC,Partick Thistle,
3021,8280,Arbroath FC,Arbroath,
1270,8457,Dunfermline Athletic FC,Dunfermline Athletic,
2795,10250,Raith Rovers FC,Raith Rovers,
3031,8235,Queen's Park FC,Queen's Park,
1192,9913,Ayr United FC,Ayr United,
3026,8648,Greenock Morton FC,Greenock Morton,
2802,8176,Airdrieonians FC,Airdrieonians,
2759,8649,Ross County FC,Ross County,
3012,8143,Stenhousemuir FC,Stenhousemuir,
3001,9924,Queen of the South FC,Queen of the South,
3020,8160,Alloa Athletic FC,Alloa Athletic,
3032,8158,Peterhead FC,Peterhead,
3030,8257,Montrose FC,Montrose,
8933,6002,Cove Rangers FC,Cove Rangers,
3024,9758,East Fife FC,East Fife,
2999,8429,Hamilton Academical FC,Hamilton Academical,
3804,675817,Kelty Hearts FC,Kelty Hearts,
28457,575419,East Kilbride FC,East Kilbride,
17602,6661,The Spartans FC,Spartans FC,
2575,8409,Clyde FC,Clyde,
3016,8145,Forfar Athletic FC,Forfar Athletic,
3034,9926,Stranraer FC,Stranraer,
3028,9914,Elgin City FC,Elgin City,
3015,46036,Annan Athletic FC ,Annan Athletic,
3033,8141,Stirling Albion FC,Stirling Albion,
3023,8321,Dumbarton FC,Dumbarton,
12886,4130,Edinburgh City ,Edinburgh City,
3491,97904,Brora Rangers FC,Brora Rangers,
3194,8146,Brechin City FC,Brechin City,
23613,351618,Formartine United FC,Formartine United,
23616,46037,Fraserburgh FC,Fraserburgh,
3459,4053,Clachnacuddin FC,Clachnacuddin,
25442,154583,Banks O' Dee FC,Banks O'Dee,
16266,1633,Keith FC,Keith,
6400,1630,Buckie Thistle FC,Buckie Thistle,
5751,97920,Nairn County FC,Nairn County,
23621,351621,Turriff United FC,Turriff United,
3490,2498,Huntly FC,Huntly,
3458,1809,Forres Mechanics FC,Forres Mechanics,
23620,575415,Strathspey Thistle FC,Strathspey Thistle,
4223,1810,Deveronvale FC,Deveronvale,
10580,1908,Inverurie Loco Works FC,Inverurie Loco Works,
23337,1776,Wick Academy FC,Wick Academy,
23617,5754,Lossiemouth FC,Lossiemouth,
23619,97917,Rothes FC,Rothes,
5660,97914,Linlithgow Rose FC,Linlithgow Rose,
3457,6102,Clydebank FC,Clydebank,
20603,183953,Bonnyrigg Rose FC,Bonnyrigg Rose,
26154,1215940,Tranent FC,Tranent,
44914,861453,Caledonian Braves FC,Caledonian Braves,
49189,660561,Cumbernauld Colts FC,Cumbernauld Colts,
16253,1088196,Broxburn Athletic FC,Broxburn Athletic,
2801,8368,Berwick Rangers FC,Berwick Rangers,
24232,214367,Bo'ness United FC,Bo'ness United,
3027,8144,Cowdenbeath FC,Cowdenbeath,
11379,1811,Gala Fairydean Rovers FC,Gala Fairydean Rovers,
3014,8612,Albion Rovers FC,Albion Rovers,
23303,97910,Civil Service Strollers FC,Civil Service Strollers,
24574,711844,Gretna FC 2008,Gretna FC 2008,
3000,10220,East Stirlingshire FC,East Stirlingshire,
43,9860,Heart of Midlothian FC,Hearts,
2451,8066,Inverness Caledonian Thistle FC,Inverness CT,
9043,1266921,Celtic FC B,Celtic B,
23692,372898,University of Stirling FC,Stirling University FC,
64634,1273056,Heart of Midlothian FC Youth,Hearts B,
8671,10034,KF Vllaznia,Vllaznia,
98106,10038,AF Elbasani,Elbasani,
27114,10039,KF Egnatia,Egnatia,
588,10027,FC Dinamo City,FC Dinamo City,
4040,10028,FK Partizani,Partizani,
2049,10029,KF Tirana,KF Tirana,
45456,585403,KF Vora,Vora,
3739,10037,KF Teuta,Teuta Durres,
21234,10026,FK Bylis,Bylis,
12460,10030,Flamurtari FC,Flamurtari,
8850,6353,MC Algiers,MC Alger,
37160,316399,JS Saoura,JS Saoura,
13365,101633,CR Belouizdad,CR Belouizdad,
8851,101636,MC Oran,MC Oran,
13366,101630,JS Kabylie,JS Kabylie,
40319,1660716,Olympique Akbou,Olympique Akbou,
42093,1387869,USM Khenchela,USM Khenchela,
30685,277392,CS Constantine,CS Constantine,
42517,1531341,ES Ben Aknoun,ES Ben Aknoun,
6772,101628,USM Alger,USM Alger,
18272,45655,ES SÃ©tif,ES SÃ©tif,
39035,1792386,MB Rouissat,MB Rouissat,
13364,101629,ASO Chlef,ASO Chlef,
30929,316408,Paradou AC,Paradou AC,
32178,316402,ES Mostaganem,ES Mostaganem,
64129,1387865,MC El Bayadh,MC El Bayadh,
189,10077,CA Boca Juniors,Boca Juniors,
928,10089,Club AtlÃ©tico Platense,Club Atletico Platense,
2402,161730,Defensa y Justicia,Defensa y Justicia,
19775,298629,Club Deportivo Riestra,Deportivo Riestra,
288,10094,Club Estudiantes de La Plata,Estudiantes,
1234,10078,CA Independiente,Independiente,
1829,10090,Instituto ACC,Instituto,
333,10082,CA LanÃºs,Lanus,
1286,10201,CA Newell's Old Boys,Newell's Old Boys,
3938,10101,CA Talleres,Talleres,
7097,10096,CA UniÃ³n (Santa Fe),Union,
1029,10079,CA VÃ©lez Sarsfield,Velez Sarsfield,
12301,161728,CA Aldosivi,Aldosivi,
1030,10086,AA Argentinos Juniors,Argentinos Juniors,
14554,161727,Club AtlÃ©tico TucumÃ¡n,Atletico Tucuman,
830,10087,CA Banfield,Banfield,
25184,213534,CA Barracas Central,Barracas Central,
2417,10092,Club AtlÃ©tico Belgrano,Belgrano,
2063,10081,CA HuracÃ¡n,Huracan,
12179,161729,CS Independiente Rivadavia,Independiente Rivadavia,
1444,10080,Racing Club,Racing Club,
209,10076,CA River Plate,River Plate,
1418,10084,CA Rosario Central,Rosario Central,
12454,202757,CA Sarmiento (Junin),Sarmiento,
11831,89396,Club AtlÃ©tico Tigre,Tigre,
12458,213530,Club Deportivo MorÃ³n,Deportivo Moron,
4557,161733,Club Ferro Carril Oeste,Ferro Carril Oeste,
5208,10097,CA Los Andes,Los Andes,
1070,10088,CA ColÃ³n,Colon,
14318,568706,CS Deportivo Madryn,Deportivo Madryn,
91422,1239548,Club Ciudad de Bolivar,Ciudad de Bolivar,
12672,207874,Club Almirante Brown,Almirante Brown,
19634,581826,CA San Miguel,CA San Miguel,
13651,213522,CA San Telmo,San Telmo,
6062,213603,CA Defensores de Belgrano,CA Defensores de Belgrano,
12100,161732,CA All Boys,All Boys,
14670,213597,CA Central Norte,Central Norte,
12677,213529,CA Acassuso,Acassuso,
12681,465716,CA Chaco For Ever,CA Chaco For Ever,
8057,213525,CA Atlanta,Atlanta,
1771,213528,CSD Tristan Suarez,Tristan Suarez,
14542,213531,CA Temperley,Temperley,
14686,425965,CA Ferrocarril Midland,CA Ferrocarril Midland,
10511,89395,CA San MartÃ­n (San Juan),San Martin San Juan,
13339,213535,CA Colegiales,Colegiales,
19523,213590,Club Deportivo MaipÃº,Deportivo Maipu,
14977,10099,Club Almagro,Almagro,
1826,10226,Quilmes AC,Quilmes,
10534,10091,CA Nueva Chicago,Nueva Chicago,
2154,10093,CA Chacarita Juniors,Chacarita Juniors,
38545,769348,CA Agropecuario,Agropecuario,
14718,213541,CA Douglas Haig,Douglas Haig,
12487,213595,CA 9 de Julio (Rafaela),9 de Julio Rafaela,
29680,568723,CA Independiente (Chivilcoy),Independiente Chivilcoy,
135792,1925627,AtlÃ©tico Escobar FC,Atletico Escobar,
18534,1442522,CA El LinqueÃ±o,El Linqueno,
117574,1723191,CA BartolomÃ© Mitre (Posadas),CA Bartolome Mitre,
23173,568718,Club Sol de AmÃ©rica (Formosa),Sol de America Formosa,
128105,1925718,CA TucumÃ¡n Central,Tucuman Central,
107445,1925720,CA Defensores de Vilelas,Defensores de Vilelas,
10129,213600,Centro Juventud Antoniana,Juventud Antoniana,
13549,178273,CA Boca Unidos,Boca Unidos,
19870,213539,Club Cipolletti,Club Cipolletti,
97822,1344071,CD Argentino (Monte MaÃ­z),Argentino Monte Maiz,
83668,927587,Club Deportivo RincÃ³n,Deportivo Rincon,
17591,616460,CA HuracÃ¡n Las Heras,Huracan Las Heras,
79503,1723154,CA Costa Brava,Costa Brava,
18911,213588,CA Juventud Unida Universitario,Juventud Unida Universitario,
8413,1442518,AC San MartÃ­n (Mendoza),San Martin Mendoza,
12563,354496,CA Alvarado,CA Alvarado,
7468,10100,Club Olimpo,Olimpo,
28619,1618060,CA Kimberley,Kimberley,
63109,837626,Club Sol de Mayo,Sol de Mayo,
12741,213550,Club Villa Mitre,Villa Mitre,
14316,1442515,CA Germinal,Germinal,
9638,203830,CB RamÃ³n Santamarina,Santamarina,
78072,1076357,CÃ­rculo Deportivo,Circulo Deportivo,
19632,298633,CA Excursionistas,Excursionistas,
8356,298630,Club Villa DÃ¡lmine,Villa Dalmine,
14519,581805,CA Talleres (Remedios de Escalada),CA Talleres Remedios de Escalada,
52852,837624,CASD Camioneros,CASD Camioneros,
15378,213533,Club Sportivo Italiano,Sportivo Italiano,
75858,1018433,Real Pilar FC,Real Pilar,
15377,213536,Club Comunicaciones,Comunicaciones,
19529,178272,CS Deportivo Merlo,Deportivo Merlo,
28142,581825,CSD San MartÃ­n (Burzaco),San Martin Burzaco,
13264,213527,Club Deportivo Armenio,Deportivo Armenio,
19636,581808,CSC Deportivo Laferrere,Laferrere,
22603,581807,CA Argentino de Quilmes,Argentino de Quilmes,
14675,581802,CS Dock Sud,Dock Sud,
24749,425967,CA Defensores Unidos (Zarate),CA Defensores Unidos,
13341,213537,CSD Flandria,Flandria,
45560,425968,CD UAI Urquiza,CD UAI Urquiza,
19517,213526,CA Villa San Carlos,Villa San Carlos,
22501,581820,CA ItuzaingÃ³,Ituzaingo,
31284,213596,CA Central Córdoba (SdE),Central Cordoba de Santiago,
14687,568727,Gimnasia y Esgrima de Mendoza,Gimnasia Mendoza,
1775,10083,CA San Lorenzo de Almagro,San Lorenzo,
14602,213591,AA Estudiantes (Río Cuarto),Estudiantes de Rio Cuarto,
1106,10103,Club de Gimnasia y Esgrima La Plata,Gimnasia LP,
14312,213523,CA Estudiantes,Club AtlÃ©tico Estudiantes,
12574,10227,CD Godoy Cruz Antonio Tomba,Godoy Cruz,
10403,213592,CA Racing (Córdoba),Racing de Cordoba,
30038,568714,CA Mitre,Club Atletico Mitre,
10885,10095,Club Atlético Gimnasia y Esgrima (Jujuy),Gimnasia Jujuy,
10233,10085,AMSD Atlético de Rafaela,Atletico Rafaela,
12709,146371,Club Atlético San Martín (Tucumán),San Martin de Tucuman,
14688,276511,Club de Gimnasia y Tiro,Gimnasia y Tiro,
19806,207875,CA Patronato,Patronato de Parana,
58188,719912,CA GÃ¼emes,Atletico Guemes,
4673,10098,Arsenal FC,Arsenal Sarandi,
17486,581809,CA Argentino (Merlo),Argentino de Merlo,
98564,581822,CSD Liniers,CS Deportivo Liniers,
14681,213532,CA Brown (Adrogué),Brown de Adrogue,
15414,213593,Sportivo Belgrano (San Francisco),Sportivo Belgrano,
123665,1723190,CSCD Gimnasia y Esgrima (Chivilcoy),Gimnasia y Esgrima de Chivilcoy,
25348,278653,CAS Defensores de Belgrano (Villa Ramallo),Defensores de Belgrano de Villa Ramallo,
14597,622756,Sportivo AC (Las Parejas),Sportivo Las Parejas,
14561,213599,Club Gimnasia y Esgrima (Conc. del Uruguay),Gimnasia y Esgrima de Concepcion,
58993,739766,CS General San Martín (Formosa),San Martin de Formosa,
30079,1618062,CA Sarmiento (La Banda),Sarmiento de La Banda,
30838,298640,CA Sarmiento (Resistencia),Sarmiento de Resistencia,
30084,1442519,CSB Atenas (Río Cuarto),Sportivo Atenas,
92982,1925738,FADEP (Mendoza),Fundacion Amigos,
14683,213542,Club Social y Atlético Guillermo Brown,Guillermo Brown,
53453,866109,FC Ararat-Armenia ,Ararat Armenia,
60368,866111,FC Noah Yerevan,FC Noah,
10301,6345,FC Pyunik Yerevan,Pyunik,
37914,310094,Alashkert Yerevan FC,Alashkert FC,
11411,7979,FC Urartu Yerevan,Urartu FC,
74661,1078400,FC Van,Van,
46507,1078402,BKMA Yerevan,BKMA,
23911,1388663,Gandzasar Kapan,Gandzasar,
11912,2212,FC Ararat Yerevan,Ararat,
4807,2211,FC Shirak Gyumri,Shirak,
5551,6454,Newcastle United Jets,Newcastle Jets,
875,8008,Adelaide United,Adelaide United,
118373,1642068,Auckland FC,Auckland FC,
7006,6230,Melbourne Victory,Melbourne Victory,
8054,10164,Sydney FC,Sydney FC,
25580,203576,Melbourne City FC,Melbourne City FC,
71085,1209973,Macarthur FC,Macarthur FC,
8445,78785,Wellington Phoenix,Wellington Phoenix,
6954,8164,Central Coast Mariners,Central Coast Mariners,
970,7961,Perth Glory,Perth Glory,
7831,8118,Brisbane Roar,Brisbane Roar FC,
36100,323834,Western Sydney Wanderers,Western Sydney Wanderers FC,
11391,8523,Auckland City FC,Auckland City FC,
41673,613351,Western Springs AFC,Western Springs,
18003,613341,Birkenhead United,Birkenhead United,
85805,1405563,Auckland United FC,Auckland United FC,
26275,613370,Wellington Olympic AFC,Wellington Olympic,
26274,613355,Miramar Rangers AFC,Miramar Rangers,
3474,613371,Western Suburbs FC,Western Suburbs,
28545,613381,Christchurch United,Christchurch United,
38381,613378,Coastal Spirit FC,Coastal Spirit,
122890,1814318,Auckland FC Reserves,Auckland FC B,
30746,590837,Wellington Phoenix FC Reserves,Wellington Phoenix B,
413,9977,LASK,LASK,
122,10014,SK Sturm Graz,Sturm Graz,
409,10013,Red Bull Salzburg,Salzburg,
14,10011,Austria Vienna,Austria Wien,
170,10015,Rapid Vienna,Rapid Wien,
4467,10056,TSV Hartberg,Hartberg,
266,10017,SV Ried,Ried,
4441,1954,Wolfsberger AC,Wolfsberger AC,
3551,10008,SCR Altach,Altach,
316,10012,Grazer AK 1902,Grazer AK,
2446,1583,WSG Tirol,WSG Tirol,
2157,2433,FC Blau-Weiss Linz,BW Linz,
541,9982,SC Austria Lustenau,Austria Lustenau,
2662,1907,SKN St. PÃ¶lten,SKN St. PÃ¶lten,
503,10053,Admira Wacker,Admira Wacker,
7443,8274,Floridsdorfer AC,Floridsdorfer AC,
37024,1915,FC Liefering,FC Liefering,
12210,8326,SKU Amstetten,SKU Amstetten,
2364,2030,First Vienna FC,First Vienna FC,
4383,10248,Young Violets Austria Wien,Austria Wien II,
11853,206091,SV Austria Salzburg,Austria Salzburg,
23158,946908,FC Hertha Wels,SPG HOGO Wels,
7001,1952,SK Rapid Wien II,Rapid Wien II,
28760,10009,SK Austria Klagenfurt,SK Austria Klagenfurt,
2394,9979,SV Kapfenberg,Kapfenberger SV,
4443,1921,SK Sturm Graz II,Sturm Graz II,
936,80619,Schwarz-WeiÃŸ Bregenz,SW Bregenz,
20296,611179,SV Stripfing (-2025),SV Stripfing,
63993,951893,Sabah FK,Sabah FK,
10625,7981,QarabaÄŸ FK,Qarabag FK,
9526,4674,Turan-Tovuz IK,Turan Tovuz,
8031,4617,Neftchi PFK,FK Neftchi,
46710,577619,Zira FC,Zira,
44360,485832,Araz-Nakhchivan,Araz PFK,
36999,213987,Sumgayit PFC,Sumqayit,
8956,2103,FC Shamakhi,Shamakhi FK,
103512,1786024,FC Imishli ,Imisli FK,
22010,8076,FK Gabala,FK Qabala,
7090,4150,Kapaz PFK,FC Kapaz,
9796,8045,Karvan Yevlakh,Karvan FK,
65793,1118572,Bashundhara Kings,Bashundhara Kings,
998,595524,Abahani Limited Dhaka,Abahani Limited,
92225,1503795,Fortis FC,Fortis,
75925,1503792,Bangladesh Police FC,Bangladesh Police,
5700,1503794,Mohammedan SC (Dhaka),Mohammedan,
65795,1503799,Rahmatganj MFS,Rahmatgonj MFS,
15729,1598974,Brothers Union,Brothers Union,
132783,1818323,PWD SC (Dhaka),PWD SC,
65792,1818322,Arambagh Krira Sangha,Arambagh,
77132,1695974,Fakirapool Young Men's Club,Fakirerpool,
42208,805913,Club Always Ready,Always Ready,
5570,2527,The Strongest La Paz,The Strongest,
12621,49720,Club Aurora,Aurora,
6878,5983,BolÃ­var La Paz,Bolivar,
8056,49678,Blooming Santa Cruz,Blooming,
30854,958325,Club Independiente Petrolero,Independiente Petrolero,
17422,114830,Club Deportivo GuabirÃ¡,Guabira,
92977,879029,Universitario de Vinto,Universitario de Vinto,
6985,1844,Club Deportivo Oriente Petrolero,Oriente Petrolero,
93043,1297346,Club A.B.B.,ABB,
23171,164353,CA Nacional PotosÃ­,Nacional Potosi,
92979,1297060,San Antonio Bulo Bulo,San Antonio Bulo Bulo,
966,1846,Real PotosÃ­,Real Potosi,
100047,1504766,Real Oruro,CDT Real Oruro,
75558,1074622,CD Real Tomayapo,Real Tomayapo,
132121,1504770,Gualberto Villarroel San José,GV San Jose,
3900,10116,FK Borac Banja Luka,Borac Banja Luka,
6808,10107,HSK Zrinjski Mostar,Zrinjski Mostar,
282,10105,FK Sarajevo,FK Sarajevo,
628,10122,FK Velez Mostar,FK Velez Mostar,
1242,10112,NK Siroki Brijeg,Siroki Brijeg,
2573,10108,FK Zeljeznicar Sarajevo,Zeljeznicar,
11040,10124,FK Radnik Bijeljina,Radnik Bijeljina,
7569,187928,FK Sloga Meridian,Sloga Doboj,
1014,10111,HSK Posusje,Posusje,
24197,175797,FK Rudar Prijedor,Rudar Prijedor,
1023,10283,Sociedade Esportiva Palmeiras,Palmeiras,
614,9770,CR Flamengo,Flamengo,
2462,9863,Fluminense Football Club,Fluminense,
679,10273,Club Athletico Paranaense,Athletico Paranaense,
8793,109705,Red Bull Bragantino,Red Bull Bragantino,
10010,7877,Esporte Clube Bahia,Bahia,
776,9767,Coritiba Foot Ball Club,Coritiba,
609,9781,Cruzeiro Esporte Clube,Cruzeiro,
2125,7733,Esporte Clube VitÃ³ria,Vitoria,
6600,8702,Sport Club Internacional,Internacional,
221,8514,Santos FC,Santos FC,
210,9769,GrÃªmio Foot-Ball Porto Alegrense,Gremio,
3876,163782,Mirassol Futebol Clube (SP),Mirassol,
16439,231931,SÃ£o Bernardo FC,Sao Bernardo,
10492,10274,Esporte Clube Juventude,Juventude,
10870,8287,Fortaleza Esporte Clube,Fortaleza,
37474,581838,GrÃªmio Novorizontino,Novorizontino,
7178,7729,CriciÃºma EC,Criciuma,
2646,2369,Clube NÃ¡utico Capibaribe,Nautico,
28022,197815,CuiabÃ¡ Esporte Clube (MT),Cuiaba,
64918,1221604,Athletic Club,Athletic Club,
3197,9862,GoiÃ¡s EC,Goias,
2029,172341,CearÃ¡ Sporting Club,Ceara,
2035,104822,AvaÃ­ FC,Avai FC,
1755,7817,Guarani Futebol Clube (SP),Guarani,
14390,197692,Brusque Futebol Clube (SC),Brusque,
6347,6546,Paysandu SC,Paysandu SC,
15882,581832,FerroviÃ¡ria,Ferroviaria,
87727,1340094,Amazonas FC,Amazonas FC,
9141,172206,SER Caxias do Sul (RS),Caxias,
65477,899260,Floresta Esporte Clube (CE),Floresta,
33003,509487,MaringÃ¡ FC,Maringa FC,
4064,8631,Figueirense Futebol Clube,Figueirense,
34293,197781,MaranhÃ£o AC,Maranhao,
52519,1320333,Barra FC,Barra FC,
17568,412808,AnÃ¡polis FC,Anapolis FC,
3280,162167,AD ConfianÃ§a,Confianca,
94182,1608540,Manauara EC,Manauara,
119625,1918583,Monte Roraima FC,Monte Roraima,
87821,1918576,GuaporÃ© FC,Guapore,
72477,1236190,Porto Velho EC,Porto Velho EC,
32639,197392,AraguaÃ­na FR,Araguaina,
32612,197384,IndependÃªncia FC,Independencia,
69424,422123,Galvez EC,Galvez EC,
60741,816426,SC HumaitÃ¡,Humaita SC,
21599,162171,Luverdense EC (MT),Luverdense,
3973,5758,Brasiliense FC (DF),Brasiliense,
25209,239122,AA Aparecidense,Aparecidense,
98845,244236,Primavera AC,Primavera,
25296,1422139,Inhumas EC,Inhumas,
12279,197654,CeilÃ¢ndia EC,Ceilandia,
11900,162173,Mixto EC (MT),Mixto,
36012,215633,Trem DC,Trem DC,
27642,162177,Ãguia de MarabÃ¡ FC,Aguia de Maraba,
23778,197782,Sociedade Imperatriz de Desportos (MA),Imperatriz,
20803,239707,Tuna Luso Brasileira,Tuna Luso,
27242,197394,TocantinÃ³polis EC,Tocantinopolis,
53471,215629,OratÃ³rio RC,Oratorio,
39555,584281,AD Iguatu,Iguatu,
22352,410825,MaracanÃ£ EC,Maracana EC,
41872,197641,Parnahyba SC,Parnahyba,
12009,197778,Moto Club (MA),Moto Club MA,
87160,197777,IAPE FC,Iape,
11931,197695,FerroviÃ¡rio AC,Ferroviario,matched
64925,197640,PiauÃ­ EC (PI),Piaui,matched
62794,710764,AA Altos,Altos,matched
94170,1696139,CEFAT Tirol,Tirol,matched
27837,696928,FC AtlÃ©tico Cearense,Atletico Cearense,matched
7209,109708,ABC Futebol Clube (RN),ABC,matched
103697,1426346,AA Maguary,Maguary,matched
21409,169361,Central SC,Central SC,matched
18236,197791,Sousa EC,Sousa,
108000,1699616,Clube Laguna (RN),Laguna RN,
11086,197790,Treze FC,Treze,
7816,197403,CS Sergipe,Sergipe,
65479,1421409,Serra Branca EC,Serra Branca,
56341,299701,Lagarto FC,Lagarto FC,
76156,1116984,RetrÃ´ FC Brasil,Retro FC,
76155,584262,SE DecisÃ£o Futebol Clube,Decisao,
32991,298336,SD Juazeirense (BA),Juazeirense,
52513,197675,Clube Sociedade Esportiva (AL),Clube Sociedade Esportiva,
8825,197808,UberlÃ¢ndia EC,Uberlandia,
36962,197611,Ivinhema FC,Ivinhema,
115027,1696742,ABECAT Ouvidorense,Ouvidorense,
121518,1694586,Porto SC,Porto SC,
36478,298451,Real Noroeste CFC,Real Noroeste,
10247,6065,Portuguesa,Portuguesa,
73407,1221708,Pouso Alegre FC,Pouso Alegre,
55335,297804,EC XV de Piracicaba,XV de Piracicaba,
15047,163784,Real Noroeste CFC,Noroeste,
16837,197430,Cianorte Futebol Clube (PR),Cianorte,
28621,612190,FC Cascavel (PR),FC Cascavel,
27355,197890,EC SÃ£o Luiz,Sao Luiz,
3330,197689,Joinville Esporte Clube (SC),Joinville,
24903,1320332,Guarany de BagÃ© FC,Guarany de Bage,
66492,1922597,Blumenau Esporte Clube (SC),Blumenau Esporte Clube,
80647,1320837,IF SÃ£o Joseense,Sao Joseense,
85931,1223346,Azuriz FC,Azuriz,
66813,584242,AD JequiÃ©,Jequie,
33313,512258,GalÃ­cia EC (BA),Galicia EC,
4745,198133,Bangu AtlÃ©tico Clube (RJ),Bangu,
11266,198132,Boavista SC,Boavista,
103992,1698776,Monsoon Futebol Clube,Monsoon,
12777,197888,EC Avenida,Avenida,
8794,197883,EC Novo Hamburgo,Novo Hamburgo,
25244,1232706,AE Jataiense,Jataiense,
13687,510793,UniÃ£o Recreativa dos Trabalhadores (MG),Uniao Recreativa dos Trabalhadores,
104773,1593280,Itabirito FC,Itabirito,
585,10277,SÃ£o Paulo Futebol Clube,Sao Paulo,
199,9808,Sport Club Corinthians Paulista,Corinthians,
978,10276,Clube de Regatas Vasco da Gama,Vasco da Gama,
5677,109706,Vila Nova Futebol Clube (GO),Vila Nova,
27214,197429,OperÃ¡rio FerroviÃ¡rio Esporte Clube (PR),Operario Ferroviario,
1134,8630,AssociaÃ§Ã£o AtlÃ©tica Ponte Preta,Ponte Preta,
1785,9920,Santa Cruz FC (PE),Santa Cruz,
4176,198135,Volta Redonda Futebol Clube (RJ),Volta Redonda,
28199,197821,UniÃ£o RondonÃ³polis EC (MT),Uniao Rondonopolis,
3319,162176,Sampaio CorrÃªa FC (MA),Sampaio Correa,
45176,581842,EC Ãgua Santa (SP),Agua Santa,
16108,238505,Nova IguaÃ§u FC (RJ),Nova Iguacu,
36963,1697960,Santa Catarina Clube (SC),Santa Catarina,
4759,162172,Clube NÃ¡utico MarcÃ­lio Dias (SC),Marcilio Dias,
28707,197707,AD Bahia de Feira (BA),Bahia de Feira,
104802,1860737,Centro Oeste FC (GO),Centro Oeste,
330,10272,Clube Atlético Mineiro,Atletico MG,
